stage,hidden,epochs,lr,weight_decay,target_gt,seed,tag,score_base_start,alpha,threshold,alloc,gap_min,gap_max,max_broken_rate,min_red_rate,max_pullback,ret_pct,dd_pct,trades,obj
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,0.9998,-0.0005,0.0265,0.406,0.275,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,0.9998,-0.0005,0.0265,0.406,0.275,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,0.9998,-0.0005,0.0265,0.406,0.287,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,0.9998,-0.0005,0.0265,0.406,0.287,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,0.9998,-0.0005,0.0265,0.412,0.275,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,0.9998,-0.0005,0.0265,0.412,0.275,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,0.9998,-0.0005,0.0265,0.412,0.287,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,0.9998,-0.0005,0.0265,0.412,0.287,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,1.0,-0.001,0.0255,0.406,0.275,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,1.0,-0.001,0.0255,0.406,0.275,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,1.0,-0.001,0.0255,0.406,0.287,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,1.0,-0.001,0.0255,0.406,0.287,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,1.0,-0.001,0.0255,0.412,0.275,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,1.0,-0.001,0.0255,0.412,0.275,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,1.0,-0.001,0.0255,0.412,0.287,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,1.0,-0.001,0.0255,0.412,0.287,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,1.0,-0.0005,0.0255,0.406,0.275,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,1.0,-0.0005,0.0255,0.406,0.275,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,1.0,-0.0005,0.0255,0.406,0.287,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,1.0,-0.0005,0.0255,0.406,0.287,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,1.0,-0.0005,0.0255,0.412,0.275,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,1.0,-0.0005,0.0255,0.412,0.275,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,1.0,-0.0005,0.0255,0.412,0.287,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,1.0,-0.0005,0.0255,0.412,0.287,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,1.0,-0.0005,0.0265,0.406,0.275,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,1.0,-0.0005,0.0265,0.406,0.275,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,1.0,-0.0005,0.0265,0.406,0.287,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,1.0,-0.0005,0.0265,0.406,0.287,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,1.0,-0.0005,0.0265,0.412,0.275,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,1.0,-0.0005,0.0265,0.412,0.275,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,1.0,-0.0005,0.0265,0.412,0.287,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.68,1.0,-0.0005,0.0265,0.412,0.287,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.999,-0.001,0.0255,0.406,0.275,0.06,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.999,-0.001,0.0255,0.406,0.275,0.065,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.999,-0.001,0.0255,0.406,0.287,0.06,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.999,-0.001,0.0255,0.406,0.287,0.065,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.999,-0.001,0.0255,0.412,0.275,0.06,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.999,-0.001,0.0255,0.412,0.275,0.065,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.999,-0.001,0.0255,0.412,0.287,0.06,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.999,-0.001,0.0255,0.412,0.287,0.065,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.999,-0.0005,0.0255,0.406,0.275,0.06,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.999,-0.0005,0.0255,0.406,0.275,0.065,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.999,-0.0005,0.0255,0.406,0.287,0.06,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.999,-0.0005,0.0255,0.406,0.287,0.065,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.999,-0.0005,0.0255,0.412,0.275,0.06,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.999,-0.0005,0.0255,0.412,0.275,0.065,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.999,-0.0005,0.0255,0.412,0.287,0.06,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.999,-0.0005,0.0255,0.412,0.287,0.065,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.999,-0.0005,0.0265,0.406,0.275,0.06,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.999,-0.0005,0.0265,0.406,0.275,0.065,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.999,-0.0005,0.0265,0.406,0.287,0.06,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.999,-0.0005,0.0265,0.406,0.287,0.065,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.999,-0.0005,0.0265,0.412,0.275,0.06,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.999,-0.0005,0.0265,0.412,0.275,0.065,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.999,-0.0005,0.0265,0.412,0.287,0.06,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.999,-0.0005,0.0265,0.412,0.287,0.065,1880.0600195689779,15.975981121001514,64,1880.0600195689779
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.9998,-0.001,0.0255,0.406,0.275,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.9998,-0.001,0.0255,0.406,0.275,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.9998,-0.001,0.0255,0.406,0.287,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.9998,-0.001,0.0255,0.406,0.287,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.9998,-0.001,0.0255,0.412,0.275,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.9998,-0.001,0.0255,0.412,0.275,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.9998,-0.001,0.0255,0.412,0.287,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.9998,-0.001,0.0255,0.412,0.287,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.9998,-0.0005,0.0255,0.406,0.275,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.9998,-0.0005,0.0255,0.406,0.275,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.9998,-0.0005,0.0255,0.406,0.287,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.9998,-0.0005,0.0255,0.406,0.287,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.9998,-0.0005,0.0255,0.412,0.275,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.9998,-0.0005,0.0255,0.412,0.275,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.9998,-0.0005,0.0255,0.412,0.287,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.9998,-0.0005,0.0255,0.412,0.287,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.9998,-0.0005,0.0265,0.406,0.275,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.9998,-0.0005,0.0265,0.406,0.275,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.9998,-0.0005,0.0265,0.406,0.287,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.9998,-0.0005,0.0265,0.406,0.287,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.9998,-0.0005,0.0265,0.412,0.275,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.9998,-0.0005,0.0265,0.412,0.275,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.9998,-0.0005,0.0265,0.412,0.287,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,0.9998,-0.0005,0.0265,0.412,0.287,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,1.0,-0.001,0.0255,0.406,0.275,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,1.0,-0.001,0.0255,0.406,0.275,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,1.0,-0.001,0.0255,0.406,0.287,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,1.0,-0.001,0.0255,0.406,0.287,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,1.0,-0.001,0.0255,0.412,0.275,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,1.0,-0.001,0.0255,0.412,0.275,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,1.0,-0.001,0.0255,0.412,0.287,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,1.0,-0.001,0.0255,0.412,0.287,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,1.0,-0.0005,0.0255,0.406,0.275,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,1.0,-0.0005,0.0255,0.406,0.275,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,1.0,-0.0005,0.0255,0.406,0.287,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,1.0,-0.0005,0.0255,0.406,0.287,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,1.0,-0.0005,0.0255,0.412,0.275,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,1.0,-0.0005,0.0255,0.412,0.275,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,1.0,-0.0005,0.0255,0.412,0.287,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,1.0,-0.0005,0.0255,0.412,0.287,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,1.0,-0.0005,0.0265,0.406,0.275,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,1.0,-0.0005,0.0265,0.406,0.275,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,1.0,-0.0005,0.0265,0.406,0.287,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,1.0,-0.0005,0.0265,0.406,0.287,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,1.0,-0.0005,0.0265,0.412,0.275,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,1.0,-0.0005,0.0265,0.412,0.275,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,1.0,-0.0005,0.0265,0.412,0.287,0.06,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,14,0.7,1.0,-0.0005,0.0265,0.412,0.287,0.065,1880.7031920689776,15.977549857966217,64,1880.7031920689776
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.999,-0.001,0.0255,0.406,0.275,0.06,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.999,-0.001,0.0255,0.406,0.275,0.065,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.999,-0.001,0.0255,0.406,0.287,0.06,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.999,-0.001,0.0255,0.406,0.287,0.065,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.999,-0.001,0.0255,0.412,0.275,0.06,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.999,-0.001,0.0255,0.412,0.275,0.065,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.999,-0.001,0.0255,0.412,0.287,0.06,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.999,-0.001,0.0255,0.412,0.287,0.065,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.999,-0.0005,0.0255,0.406,0.275,0.06,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.999,-0.0005,0.0255,0.406,0.275,0.065,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.999,-0.0005,0.0255,0.406,0.287,0.06,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.999,-0.0005,0.0255,0.406,0.287,0.065,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.999,-0.0005,0.0255,0.412,0.275,0.06,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.999,-0.0005,0.0255,0.412,0.275,0.065,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.999,-0.0005,0.0255,0.412,0.287,0.06,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.999,-0.0005,0.0255,0.412,0.287,0.065,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.999,-0.0005,0.0265,0.406,0.275,0.06,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.999,-0.0005,0.0265,0.406,0.275,0.065,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.999,-0.0005,0.0265,0.406,0.287,0.06,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.999,-0.0005,0.0265,0.406,0.287,0.065,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.999,-0.0005,0.0265,0.412,0.275,0.06,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.999,-0.0005,0.0265,0.412,0.275,0.065,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.999,-0.0005,0.0265,0.412,0.287,0.06,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.999,-0.0005,0.0265,0.412,0.287,0.065,3089.7755871339727,15.976528947256623,63,3089.7755871339727
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.9998,-0.001,0.0255,0.406,0.275,0.06,3091.114719633972,16.01910595150687,63,3091.114719633972
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.9998,-0.001,0.0255,0.406,0.275,0.065,3091.114719633972,16.01910595150687,63,3091.114719633972
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.9998,-0.001,0.0255,0.406,0.287,0.06,3091.114719633972,16.01910595150687,63,3091.114719633972
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.9998,-0.001,0.0255,0.406,0.287,0.065,3091.114719633972,16.01910595150687,63,3091.114719633972
stage2,88,500,0.021,0.0002,0.01,440,incumbent,2025-03-01,15,0.62,0.9998,-0.001,0.0255,0.412,0.275,0.06,3091.114719633972,16.01910595150687,63,3091.114719633972
